idtag	 timestamp	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128
W8-150112	 2015-01-27	3993	187	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1044	9	0	0	15	1621	0	0	0	27	1463	33	0	0	0	41	19	0	0	0	0	0	0	1	0	0	0	0	2	4	0	0	0	0	135	0	0	0	162	936	2	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	34	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	782	1	0	0	44	0	0	0	1192644	5290	5651	744	532	264	16	0	0
W8-011112	 2015-01-27	3249	53	0	0	3	5	0	0	0	0	0	0	0	0	0	0	618	1	0	0	4	678	0	0	0	21	958	23	0	0	0	36	20	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	88	0	0	0	134	603	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	52	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	1321	0	0	0	42	0	0	0	1193905	9624	3229	418	344	161	38	0	0
W8-208112	 2015-01-27	5573	93	0	0	46	23	0	0	0	0	0	0	0	0	0	0	1414	1	0	0	10	1524	0	0	0	274	2725	45	0	0	0	78	32	0	0	0	0	0	0	1	0	0	0	0	3	2	0	0	0	0	187	0	0	0	294	1339	3	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	40	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	1708	0	0	0	88	0	0	0	1179317	12034	6628	947	918	317	33	0	0
W8-059112	 2015-01-27	5355	110	0	0	36	32	0	0	1	1	0	0	0	0	0	0	1228	2	0	0	10	1492	0	0	0	110	2039	36	0	0	10	119	34	0	0	0	0	0	0	0	0	0	0	0	4	7	0	0	0	0	156	0	0	0	224	1079	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	48	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	2802	0	0	0	161	0	0	0	1178558	14615	5555	838	725	252	15	0	0
W8-075112	 2015-01-27	5193	117	0	0	29	25	0	0	0	0	0	0	0	0	0	0	1216	0	0	0	10	1122	0	0	0	202	1776	26	0	0	3	61	29	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	109	0	0	0	271	996	5	0	0	0	13	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	54	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	1918	0	0	0	17	0	0	0	1184884	11247	4766	651	581	294	25	0	0
W8-033112	 2015-01-27	3402	80	0	0	9	17	0	0	0	0	0	0	0	0	0	0	873	1	0	0	15	828	0	0	0	52	1143	26	0	0	0	33	21	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	107	0	0	0	120	629	1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	28	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	1169	0	0	0	35	0	0	0	1194563	8158	3377	439	387	161	16	0	0
W8-133112	 2015-01-27	3275	40	0	0	3	2	0	0	0	0	0	0	0	0	0	0	834	0	0	0	20	633	0	0	0	65	966	16	0	0	3	76	16	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	1	69	0	0	0	205	682	1	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	29	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	1295	0	0	0	36	0	0	0	1194682	8836	3002	365	331	172	24	0	0
W8-183112	 2015-01-27	3696	70	0	0	23	16	0	0	0	0	0	0	0	0	0	0	715	0	0	0	5	953	0	0	0	101	1484	31	0	0	1	73	19	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	117	0	0	1	254	845	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	25	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	1673	0	0	0	55	0	0	0	1189685	10305	4165	559	561	233	9	0	0
W8-111112	 2015-01-27	2064	92	0	0	4	9	0	0	0	0	0	0	0	0	0	0	490	3	0	0	2	689	0	0	0	29	838	8	0	0	0	37	4	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	60	0	0	0	96	503	4	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	34	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324	0	0	0	24	0	0	0	1204198	2697	2750	319	292	122	28	0	0
W8-047112	 2015-01-27	2137	41	0	0	0	1	0	0	0	0	0	0	0	0	0	0	519	0	0	0	3	678	0	0	0	18	931	26	0	0	0	48	16	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	95	0	0	0	121	600	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	17	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	513	0	0	0	51	0	0	0	1201857	4271	2867	406	341	150	13	0	0
W8-065112	 2015-01-27	5882	132	0	0	30	34	0	0	0	0	0	0	0	0	0	0	1495	0	0	0	5	1452	0	0	0	80	1884	29	0	0	0	46	22	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	123	0	0	0	182	1062	7	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	41	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	1820	1	0	0	49	0	0	0	1184016	9582	6026	752	606	280	37	0	0
W8-171112	 2015-01-27	6466	92	0	0	2	3	0	0	0	0	0	0	0	0	0	0	1706	1	0	0	7	1356	0	0	0	47	1740	18	0	0	0	40	15	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	147	0	0	0	174	1056	3	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	38	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	2299	3	0	0	29	0	0	0	1178652	14238	5863	734	627	282	31	0	0
W8-066112	 2015-01-27	6303	84	0	0	2	3	0	0	0	0	0	0	0	0	0	0	1428	1	0	0	39	1303	0	0	0	63	1651	29	0	0	0	47	17	0	0	0	0	0	0	1	0	0	0	0	6	4	0	0	0	0	152	0	0	0	146	932	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	49	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	3090	1	0	0	49	0	0	0	1175782	17159	5599	771	589	284	25	0	0
W8-126112	 2015-01-27	7437	247	0	0	83	73	0	0	0	4	0	0	0	0	0	0	1744	1	0	0	11	2135	0	0	0	359	3510	49	0	0	2	174	35	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	234	0	0	0	373	1734	3	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	49	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1550	0	0	0	87	0	0	0	1174593	10268	7851	1301	1253	492	35	0	0
W8-184112	 2015-01-27	5283	218	0	0	51	39	0	0	0	0	0	0	0	0	0	0	1418	5	0	0	9	1701	0	0	0	196	2178	34	0	0	3	70	26	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	1	131	0	0	0	263	1176	10	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	40	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	802	0	0	0	52	0	0	0	1187123	6418	6399	924	808	306	26	0	0
W8-010112	 2015-01-27	4762	76	0	0	24	15	0	0	0	0	0	0	0	0	0	0	1104	2	0	0	13	1034	0	0	0	89	1742	21	0	0	1	74	8	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	3	124	0	0	1	222	817	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	21	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	1865	0	0	0	175	0	0	0	1185461	11891	4648	650	624	213	14	0	0
W8-078112	 2015-01-27	4506	45	0	0	4	1	0	0	0	0	0	0	0	0	0	0	938	0	0	0	5	992	0	0	0	32	1361	37	0	0	0	50	22	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	127	0	0	0	140	781	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	19	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	2076	1	0	0	112	0	0	0	1184840	13993	4187	623	546	231	14	0	0
W8-032112	 2015-01-27	6123	159	0	0	7	12	0	0	0	0	0	0	0	0	0	0	1400	0	0	0	22	1723	0	0	0	81	2322	41	0	0	0	65	29	0	0	0	0	0	0	0	0	0	0	0	13	5	0	0	0	0	215	0	0	1	232	1354	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	37	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1731	0	0	0	94	0	0	0	1179393	11756	6638	1012	899	327	23	0	0
W8-114112	 2015-01-27	4417	154	0	0	22	20	0	0	0	0	0	0	0	0	0	0	956	0	0	0	4	1228	0	0	0	102	1679	16	0	0	0	36	7	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	103	0	0	0	131	812	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	39	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	1037	0	0	0	31	0	0	0	1191152	7383	4855	682	591	220	26	0	0
W8-082112	 2015-01-27	4793	51	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1363	1	0	0	18	1165	0	0	0	22	1438	25	0	0	0	46	23	0	0	0	0	0	0	1	0	0	0	0	5	9	0	0	0	0	145	0	0	0	126	814	3	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	32	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	2592	0	0	0	99	0	0	0	1181698	14589	5154	674	520	234	17	0	0
W8-097112	 2015-01-27	1441	25	0	0	8	3	0	0	0	0	0	0	0	0	0	0	276	0	0	0	11	336	0	0	0	22	610	7	0	0	0	9	3	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	34	0	0	0	61	338	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	19	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	775	0	0	0	54	0	0	0	1203648	5892	1635	185	175	106	8	0	0
W8-086112	 2015-01-27	3004	36	0	0	2	2	0	0	0	0	0	0	0	0	0	0	678	0	0	0	3	674	0	0	0	28	1162	22	0	0	0	43	18	0	0	0	0	0	0	1	0	0	0	0	3	3	0	0	0	0	93	0	0	0	153	753	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	2040	0	0	0	66	0	0	0	1190595	12003	3110	451	468	202	8	0	0
W8-192112	 2015-01-27	4310	60	0	0	15	10	0	0	0	0	0	0	0	0	0	0	859	1	0	0	3	1000	0	0	0	90	1691	27	0	0	0	45	11	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	137	0	0	1	203	866	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	24	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	2606	1	0	0	123	0	0	0	1182772	14757	4581	621	581	180	13	0	0
W8-068112	 2015-01-27	3218	95	0	0	13	7	0	0	0	0	0	0	0	0	0	0	487	1	0	0	5	979	0	0	0	36	1446	25	0	0	0	39	22	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	117	0	0	0	97	818	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	24	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	2399	0	0	0	99	0	0	0	1186797	13679	3746	603	566	188	16	0	0
W8-061112	 2015-01-27	6947	93	0	0	8	1	0	0	0	0	0	0	0	0	0	0	1708	3	0	0	21	1550	0	0	0	49	1978	34	0	0	0	54	28	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	162	0	0	0	235	1434	12	0	0	0	25	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	75	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	3775	0	0	0	179	0	0	0	1168613	20324	6351	790	719	314	44	0	0
W8-022112	 2015-01-27	5251	120	0	0	36	26	0	0	0	0	0	0	0	0	0	0	1056	4	0	0	9	1274	0	0	0	153	2065	39	0	0	18	130	22	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	1	153	0	0	1	288	1318	7	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	83	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	2621	0	0	0	98	0	0	0	1177185	16731	5227	658	642	316	40	0	0
W8-062111	 2015-01-28	4917	87	0	0	2	3	0	0	0	0	0	0	0	0	0	0	1026	2	0	0	5	1191	0	0	0	39	1571	36	0	0	0	37	17	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	145	0	0	0	139	936	4	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	42	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	2837	0	0	0	155	0	0	0	1180103	15865	4948	721	540	216	17	0	0
W8-169111	 2015-01-28	4456	51	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1306	4	0	0	13	856	0	0	0	22	987	20	0	0	0	31	19	0	0	0	0	0	0	1	0	0	0	0	2	4	0	0	0	0	84	0	0	0	118	723	3	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	39	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	1729	1	0	0	54	0	0	0	1191009	9427	3822	401	314	169	24	0	0
W8-213111	 2015-01-28	2768	42	0	0	2	2	0	0	0	0	0	0	0	0	0	0	857	2	0	0	9	645	0	0	0	41	955	24	0	0	0	43	10	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	1	76	0	0	0	162	590	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	23	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	664	1	0	0	28	0	0	0	1200235	4722	2904	403	361	138	6	0	0
W8-005111	 2015-01-28	5166	69	0	0	3	2	0	0	0	0	0	0	0	0	0	0	1166	0	0	0	8	1041	0	0	0	19	1624	50	0	0	0	51	27	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	148	0	0	0	218	1158	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	28	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	2902	0	0	0	155	0	0	0	1178078	17158	5000	617	566	271	28	0	0
W8-168111	 2015-01-28	4154	70	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1022	0	0	0	7	879	0	0	0	25	1137	19	0	0	1	37	21	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	81	0	0	0	148	757	5	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	22	0	0	0	52	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	1575	0	0	0	36	0	0	0	1191443	9222	3914	463	372	180	26	0	0
W8-219111	 2015-01-28	2941	22	0	0	7	3	0	0	0	0	0	0	0	0	0	0	573	0	0	0	3	579	0	0	0	24	945	40	0	0	1	34	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	119	665	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	38	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	1469	0	0	0	34	0	0	0	1194565	9660	2966	359	308	176	22	0	0
W8-067111	 2015-01-28	4673	66	0	0	18	5	0	0	0	0	0	0	0	0	0	0	1016	0	0	0	9	1071	0	0	0	87	1598	29	0	0	1	97	35	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	147	0	0	0	275	1017	6	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	58	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	2525	0	0	0	107	0	0	0	1181097	15410	4752	562	586	264	41	0	0
W8-180111	 2015-01-28	3816	119	0	0	46	48	0	0	0	0	0	0	0	0	0	0	857	6	0	0	6	940	0	0	0	239	2392	30	0	0	5	135	33	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	2	147	0	0	1	394	1401	13	0	0	0	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	76	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	1221	0	0	0	18	0	0	0	1189757	8130	4138	593	678	365	40	0	0
W8-150111	 2015-01-28	6046	109	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1685	4	0	0	5	1474	0	0	0	55	1788	37	0	0	2	97	34	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	136	0	0	0	243	1218	6	0	0	0	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	74	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	1724	0	0	0	71	0	0	0	1180648	12103	6441	711	600	290	37	0	0
W8-011111	 2015-01-28	2947	40	0	0	3	0	0	0	0	0	0	0	0	0	0	0	632	0	0	0	8	653	0	0	0	13	853	23	0	0	0	53	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	124	574	1	0	0	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	36	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	1352	0	0	0	18	0	0	0	1194669	9431	3248	370	318	134	23	0	0
W8-208111	 2015-01-28	4765	93	0	0	10	4	0	0	0	0	0	0	0	0	0	0	1226	2	0	0	7	1376	0	0	0	88	1797	27	0	0	0	66	19	0	0	0	0	0	0	1	0	0	0	0	2	2	0	0	0	0	115	0	0	0	231	1235	4	0	0	0	18	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	66	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1004	0	0	0	38	0	0	0	1187637	8385	5930	689	531	286	38	0	0
W8-059111	 2015-01-28	5107	183	0	0	61	53	0	0	0	2	0	0	0	0	0	0	1243	2	0	0	9	1494	0	0	0	385	2428	29	0	0	11	199	25	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	121	0	0	0	307	1328	8	0	0	0	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	48	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1231	3	0	0	27	0	0	0	1188379	5757	5317	841	711	367	18	0	0
W8-012111	 2015-01-28	3361	50	0	0	5	3	0	0	0	0	0	0	0	0	0	0	759	1	0	0	11	813	0	0	0	29	1123	18	0	0	0	69	17	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	63	0	0	0	203	836	8	0	0	0	19	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	69	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	1192	0	0	0	61	0	0	0	1193133	9099	3647	444	364	222	35	0	0
W8-075111	 2015-01-28	7451	151	0	0	59	13	0	0	0	0	0	0	0	0	0	0	1635	4	0	0	10	1522	0	0	0	220	2068	41	0	0	0	88	24	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	145	0	0	0	215	1218	4	0	0	0	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	63	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	2592	0	0	0	49	0	0	0	1173172	15835	7188	812	684	315	42	0	0
W8-033111	 2015-01-28	3385	59	0	0	6	3	0	0	0	0	0	0	0	0	0	0	784	1	0	0	11	690	0	0	0	35	1003	15	0	0	0	41	25	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	60	0	0	0	116	739	4	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	46	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	1365	0	0	0	53	0	0	0	1195049	8197	3081	355	281	222	26	0	0
W8-151111	 2015-01-28	4812	103	0	0	26	23	0	0	0	0	0	0	0	0	0	0	1427	1	0	0	32	1313	0	0	0	85	1671	42	0	0	0	37	15	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	148	0	0	0	124	910	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	52	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	1440	0	0	0	95	0	0	0	1185687	10488	5630	650	588	216	36	0	0
W8-111111	 2015-01-28	2860	34	0	0	1	4	0	0	0	0	0	0	0	0	0	0	603	1	0	0	2	609	0	0	0	30	874	14	0	0	0	41	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	115	597	7	0	0	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	44	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	1049	0	0	0	6	0	0	0	1197456	7804	2707	304	257	149	37	0	0
W8-217111	 2015-01-28	7410	206	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2067	13	0	0	6	1764	0	0	0	30	1763	30	0	0	0	49	38	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	166	0	0	0	195	1189	7	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	47	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	1771	2	0	0	34	0	0	0	1179862	10308	6941	845	617	305	23	0	0
W8-162111	 2015-01-28	4730	51	0	0	6	1	0	0	0	0	0	0	0	0	0	0	1240	4	0	0	6	916	0	0	0	22	1150	25	0	0	1	42	14	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	98	0	0	0	143	663	5	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	17	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	2341	0	0	0	78	0	0	0	1187529	11856	3675	469	395	156	19	0	0
W8-004111	 2015-01-28	2904	30	0	0	3	2	0	0	0	0	0	0	0	0	0	0	406	2	0	0	2	514	0	0	0	25	790	12	0	0	0	22	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	90	0	0	0	58	528	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	13	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	1476	0	0	0	43	0	0	0	1195289	10099	2534	321	305	106	25	0	0
W8-066111	 2015-01-28	4518	57	0	0	1	4	0	0	0	0	0	0	0	0	0	0	945	0	0	0	13	1033	0	0	0	29	1511	27	0	0	0	59	22	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	161	0	0	0	173	961	1	0	0	0	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	38	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	2102	0	0	0	54	0	0	0	1185673	12239	4572	626	567	215	32	0	0
W8-078111	 2015-01-28	7064	131	0	0	8	12	0	0	0	0	0	0	0	0	0	0	1272	5	0	0	17	1620	0	0	0	76	2293	60	0	0	0	41	26	0	0	0	0	0	0	2	0	0	0	0	3	3	0	0	0	0	216	0	0	0	223	1439	4	0	0	0	23	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	65	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	5495	0	0	0	176	0	0	0	1159593	27133	6207	982	810	290	54	0	0
W8-032111	 2015-01-28	6867	93	0	0	11	13	0	0	0	0	0	0	0	0	0	0	1621	3	0	0	5	1614	0	0	0	64	2128	54	0	0	0	85	30	0	0	0	0	0	0	0	0	0	0	0	4	7	0	0	0	0	195	0	0	0	241	1408	8	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	55	0	0	0	97	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	2576	0	0	0	55	0	0	0	1174366	15454	6722	832	690	291	50	0	0
