idtag	 timestamp	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128
W8-192112	 2015-02-03	6681	49	0	0	20	10	0	0	0	0	0	0	0	0	0	0	1269	0	0	0	19	1150	0	0	0	116	2327	49	0	0	0	54	22	0	0	0	0	0	0	0	0	0	0	0	10	3	0	0	0	0	230	0	0	0	229	1069	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	24	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	553	0	0	0	7528	0	0	0	401	0	0	0	1148488	37154	6205	967	881	218	12	0	0
W8-068112	 2015-02-03	4005	101	0	0	5	4	0	0	0	0	0	0	0	0	0	0	593	2	0	0	25	900	0	0	0	68	1724	33	0	0	1	43	26	0	0	0	0	0	0	0	0	0	0	0	3	10	0	0	0	2	128	0	0	0	189	914	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	614	0	0	0	5861	1	0	0	291	0	0	0	1163407	31026	4068	693	727	244	12	0	0
W8-061112	 2015-02-03	9162	67	0	0	12	3	0	0	0	0	0	0	0	0	0	0	1948	2	0	0	34	1733	0	0	0	112	2791	42	0	0	5	145	36	0	0	0	0	0	0	0	0	0	0	0	10	7	0	0	0	1	249	0	0	0	333	1615	1	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	48	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	865	0	0	0	11024	0	0	0	572	0	0	0	1121898	52293	8133	1147	982	407	35	0	0
W8-022112	 2015-02-03	7215	76	0	0	46	9	0	0	0	1	0	0	0	0	0	0	1389	0	0	0	19	1432	0	0	0	176	2588	32	0	0	8	109	29	0	0	0	0	0	0	0	0	0	0	0	10	4	0	0	0	0	180	0	0	0	335	1587	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	47	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	548	0	0	0	6559	0	0	0	425	0	0	0	1149200	35122	6448	873	894	335	32	0	0
W8-062111	 2015-02-04	5328	58	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1018	1	0	0	13	1133	0	0	0	44	1750	29	0	0	0	56	17	0	0	0	0	0	0	1	0	0	0	0	5	4	0	0	0	0	172	0	0	0	160	866	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	18	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	737	0	0	0	7626	0	0	0	357	0	0	0	1153543	35819	5186	804	691	256	27	0	0
W8-169111	 2015-02-04	6008	87	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1683	4	0	0	25	1369	0	0	0	49	1717	34	0	0	0	57	27	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	177	0	0	0	217	1024	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	47	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	4858	0	0	0	190	0	0	0	1165820	24434	5794	775	706	265	20	0	0
W8-213111	 2015-02-04	5546	61	0	0	10	8	0	0	0	0	0	0	0	0	0	0	1191	1	0	0	5	1201	0	0	0	59	1772	36	0	0	0	51	17	0	0	0	0	0	0	1	0	0	0	0	3	4	0	0	0	0	131	0	0	0	212	1163	5	0	0	0	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	71	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	3231	0	0	0	68	0	0	0	1177439	16601	5131	671	550	309	48	0	0
W8-005111	 2015-02-04	6682	45	0	0	3	3	0	0	0	0	0	0	0	0	0	0	1391	0	0	0	24	1159	0	0	0	57	1953	32	0	0	0	47	33	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	185	0	0	0	212	1117	3	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	54	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	914	0	0	0	8826	0	0	0	321	0	0	0	1141544	43622	5562	873	691	304	36	0	0
W8-168111	 2015-02-04	6085	60	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1336	0	0	0	31	850	0	0	0	29	1374	49	0	0	0	54	28	0	0	0	0	0	0	3	0	0	0	0	7	3	0	0	0	0	151	0	0	0	135	936	7	0	0	0	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	76	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	469	0	0	0	6834	0	0	0	245	0	0	0	1159086	32008	4411	630	446	272	53	0	0
W8-219111	 2015-02-04	3511	37	0	0	9	4	0	0	0	0	0	0	0	0	0	0	624	0	0	0	6	670	0	0	0	63	1357	31	0	0	0	42	22	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	113	0	0	0	150	747	5	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	46	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415	0	0	0	4014	0	0	0	159	0	0	0	1175611	23313	3566	467	490	193	30	0	0
W8-067111	 2015-02-04	5003	36	0	0	13	4	0	0	0	0	0	0	0	0	0	0	897	0	0	0	8	979	0	0	0	172	2023	42	0	0	0	65	42	0	0	0	0	0	0	1	0	0	0	0	1	7	0	0	0	0	163	0	0	0	244	1178	4	0	0	0	12	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	33	0	0	0	50	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	800	0	0	0	7539	0	0	0	402	0	0	0	1149396	40021	4775	760	691	327	46	0	0
W8-180111	 2015-02-04	7079	110	0	0	34	33	0	0	0	1	0	0	0	0	0	0	1473	0	0	0	27	1335	0	0	0	182	2699	49	0	0	11	266	43	0	0	0	0	0	0	2	0	0	0	0	5	3	0	0	0	2	172	0	0	1	554	1806	6	0	0	0	26	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	152	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	4365	0	0	0	207	0	0	0	1160501	25700	6322	839	814	503	104	0	0
W8-150111	 2015-02-04	8117	76	0	0	19	10	0	0	0	0	0	0	0	0	0	0	1513	0	0	0	15	1468	0	0	0	67	2652	40	0	0	0	85	31	0	0	0	0	0	0	1	0	0	0	0	7	4	0	0	0	0	270	0	0	0	281	1691	3	0	0	0	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	83	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	532	0	0	0	8063	0	0	0	280	0	0	0	1137423	43549	7050	969	893	424	66	0	0
W8-011111	 2015-02-04	5681	67	0	0	13	12	0	0	0	0	0	0	0	0	0	0	1066	1	0	0	10	988	0	0	0	123	1778	45	0	0	3	62	26	0	0	0	0	0	0	2	0	0	0	0	5	2	0	0	0	0	126	0	0	0	196	1046	9	0	0	0	11	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	76	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	4115	0	0	0	61	0	0	0	1167866	25144	5325	628	547	297	68	0	0
W8-208111	 2015-02-04	6725	71	0	0	26	18	0	0	0	0	0	0	0	0	0	0	1107	0	0	0	16	1411	0	0	0	143	2416	65	0	0	2	72	36	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	228	0	0	0	237	1413	9	0	0	0	23	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	100	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	4534	0	0	0	128	0	0	0	1162416	25820	6393	865	726	380	57	0	0
W8-059111	 2015-02-04	8493	204	0	0	38	48	0	0	1	4	0	0	0	0	0	0	2166	7	0	0	13	2374	0	0	0	158	2789	71	0	0	0	202	87	0	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	296	0	0	0	328	2001	9	0	0	0	35	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	119	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	3868	1	0	0	84	0	0	0	1162271	18703	8398	1196	930	566	74	0	0
W8-012111	 2015-02-04	6896	95	0	0	29	15	0	0	0	0	0	0	0	0	0	0	1406	1	0	0	16	1495	1	0	0	159	2446	61	0	0	1	122	45	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	2	230	0	0	0	291	1705	13	0	0	0	28	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	135	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	2694	0	0	0	70	0	0	0	1167458	20539	7339	921	734	449	98	0	0
W8-075111	 2015-02-04	10024	151	0	0	53	24	0	0	0	0	0	0	0	0	0	0	1631	2	0	0	24	1762	0	0	0	250	3398	88	0	0	1	152	71	0	0	0	0	0	0	1	0	0	0	0	2	3	0	0	0	0	288	0	0	0	376	2013	10	0	0	0	29	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	120	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	603	0	0	0	8112	0	0	0	150	0	0	0	1131743	43213	8368	1223	1132	534	110	1	0
W8-033111	 2015-02-04	6260	92	0	0	15	7	0	0	0	0	0	0	0	0	0	0	1371	0	0	0	17	1125	0	0	0	75	1823	48	0	0	0	57	28	0	0	0	0	0	0	1	0	0	0	1	6	3	0	0	0	0	151	0	0	0	197	1290	11	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	72	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	4327	0	0	0	120	0	0	0	1169901	22298	4571	626	604	335	52	0	0
W8-151111	 2015-02-04	7978	115	0	0	31	32	0	0	0	0	0	0	0	0	0	0	1339	2	0	0	64	1599	0	0	0	163	3446	63	0	0	1	106	57	0	0	0	0	0	0	1	0	0	0	0	13	5	0	0	0	0	268	0	0	0	393	2154	7	0	0	0	30	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	119	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	515	0	0	0	6339	0	0	0	217	0	0	0	1142388	37954	7451	1081	1029	605	85	0	0
W8-111111	 2015-02-04	4204	97	0	0	12	6	0	0	0	0	0	0	0	0	0	0	777	0	0	0	8	914	0	0	0	45	1312	24	0	0	0	66	23	0	0	0	0	0	0	1	0	0	0	0	1	3	0	0	0	0	129	0	0	0	125	837	2	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	44	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	2628	0	0	0	92	0	0	0	1181803	16951	4258	492	439	187	32	0	0
W8-217111	 2015-02-04	10898	131	0	0	3	5	0	0	0	0	0	0	0	0	0	0	2435	1	0	0	13	1943	0	0	0	58	2689	53	0	0	0	91	48	0	0	0	0	0	0	4	0	0	0	0	12	8	0	0	0	0	267	0	0	0	285	1747	5	0	0	0	19	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	90	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	0	0	0	6811	0	0	0	140	0	0	0	1139400	37124	8711	1006	889	439	62	0	0
W8-162111	 2015-02-04	7082	50	0	0	5	7	0	0	0	0	0	0	0	0	0	0	1528	0	0	0	29	1254	0	0	0	49	2310	48	0	0	3	96	40	0	0	0	0	0	0	5	0	0	0	0	14	6	0	0	0	0	175	0	0	0	271	1567	4	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	62	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	747	0	0	0	8138	0	0	0	349	0	0	0	1142371	40954	6458	825	824	372	36	0	0
W8-004111	 2015-02-04	5906	76	0	0	22	14	0	0	0	0	0	0	0	0	0	0	1090	1	0	0	9	1230	0	0	0	90	2125	51	0	0	0	154	50	0	0	0	0	0	0	1	0	0	0	0	2	5	0	0	0	1	184	0	0	0	277	1482	14	0	0	0	42	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	113	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	2761	0	0	0	104	0	0	0	1173254	18426	6205	695	646	380	85	0	0
W8-066111	 2015-02-04	6106	43	0	0	3	4	0	0	0	0	0	0	0	0	0	0	1082	0	0	0	19	1338	0	0	0	32	2013	50	0	0	0	64	38	0	0	0	0	0	0	1	0	0	0	1	5	4	0	0	0	0	228	0	0	0	190	1168	6	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	38	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	634	0	0	0	7143	0	0	0	218	0	0	0	1151262	36298	5622	994	812	265	25	0	0
W8-078111	 2015-02-04	7737	76	0	0	18	15	0	0	0	0	0	0	0	0	0	0	1446	2	0	0	28	1561	0	0	0	67	2806	49	0	0	0	78	34	0	0	0	0	0	0	1	0	0	0	0	5	8	0	0	0	0	255	0	0	0	311	1689	10	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	81	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1411	0	0	0	13242	0	0	0	634	0	0	0	1116523	58077	7103	1054	891	416	59	0	0
W8-032111	 2015-02-04	9144	62	0	0	6	14	0	0	0	0	0	0	0	0	0	0	1812	0	0	0	14	1739	1	0	0	72	2915	66	0	0	0	96	56	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	314	0	0	0	260	1789	5	0	0	0	21	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	90	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	520	0	0	0	8352	0	0	0	216	0	0	0	1134573	42726	8228	1131	980	407	60	0	0
W8-204111	 2015-02-04	10709	138	0	0	38	9	0	0	0	0	0	0	0	0	0	0	2550	6	0	0	29	2300	0	0	0	145	3196	69	0	0	0	123	65	0	0	0	0	0	0	0	0	0	0	1	6	8	0	0	0	0	329	0	0	0	346	2037	5	0	0	0	23	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	92	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	5745	0	0	0	291	0	0	0	1141289	32294	10690	1254	1021	475	63	0	0
W8-114111	 2015-02-04	8171	108	0	0	29	26	0	0	0	0	0	0	0	0	0	0	1270	0	0	0	8	1548	0	0	0	152	2895	65	0	0	1	80	34	0	0	0	0	0	0	1	0	0	0	0	4	3	0	0	0	0	232	0	0	0	327	1629	1	0	0	0	17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	87	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	487	0	0	0	6551	0	0	0	168	0	0	0	1145170	36949	7359	949	930	406	47	0	0
W8-028111	 2015-02-04	7539	55	0	0	14	8	0	0	0	0	0	0	0	0	0	0	1565	1	0	0	26	1601	0	0	0	89	2779	49	0	0	0	95	34	0	0	0	0	0	0	2	0	0	0	0	4	5	0	0	0	0	287	0	0	0	282	1555	6	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	60	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	580	0	0	0	7893	0	0	0	380	0	0	0	1141151	39848	7319	1095	962	386	31	0	0
W8-207111	 2015-02-04	6091	37	0	0	1	2	0	0	0	0	0	0	0	0	0	0	985	1	0	0	13	997	0	0	0	52	2182	56	0	0	0	69	55	0	0	0	0	0	0	1	0	0	0	0	7	5	0	0	0	0	193	0	0	0	237	1626	8	0	0	0	29	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	43	0	0	0	102	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	573	0	0	0	6964	1	0	0	257	0	0	0	1149719	37854	5493	830	771	389	74	0	0
W8-097111	 2015-02-04	2619	36	0	0	23	16	0	0	0	0	0	0	0	0	0	0	406	0	0	0	0	481	0	0	0	77	1145	19	0	0	0	43	23	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	83	0	0	0	142	749	7	0	0	0	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	38	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	1916	0	0	0	32	0	0	0	1190917	13399	2429	324	364	235	25	0	0
W8-068111	 2015-02-04	4211	38	0	0	15	11	0	0	0	0	0	0	0	0	0	0	693	0	0	0	18	836	0	0	0	53	1653	22	0	0	2	60	31	0	0	0	0	0	0	4	0	0	0	0	7	2	0	0	0	0	135	0	0	0	209	1106	2	0	0	0	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	45	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	553	0	0	0	5327	0	0	0	170	0	0	0	1166048	29115	3782	642	625	244	41	0	0
W8-061111	 2015-02-04	14436	171	0	0	11	9	0	0	0	0	0	0	0	0	0	0	3291	6	0	0	51	2870	0	0	0	84	4024	93	0	0	0	101	53	0	0	0	0	0	0	0	0	0	0	0	10	5	0	0	0	1	372	0	0	0	449	2570	19	0	0	0	21	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	76	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1176	0	0	0	14233	0	0	0	625	0	0	0	1090200	64384	12467	1694	1419	672	68	0	0
W8-139111	 2015-02-04	6515	88	0	0	13	31	0	0	0	0	0	0	0	0	0	0	1235	4	0	0	9	1178	1	0	0	112	2367	62	0	0	1	106	34	0	0	0	0	0	0	0	0	0	0	0	16	4	0	0	0	0	189	0	0	0	247	1514	11	0	0	0	16	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	98	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	3776	0	0	0	97	0	0	0	1165998	23907	5931	844	699	339	56	0	0
W8-034111	 2015-02-04	4550	22	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1005	0	0	0	28	967	0	0	0	43	1702	38	0	0	0	29	20	0	0	0	0	0	0	0	0	0	0	2	6	1	0	0	0	0	163	0	0	0	149	1137	5	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	24	0	0	0	36	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1060	0	0	0	8562	0	0	0	360	0	0	0	1150721	39007	4636	564	566	307	29	0	0
W8-159111	 2015-02-04	8218	176	0	0	67	91	0	0	0	0	0	0	0	0	0	0	1625	2	0	0	28	1719	1	0	0	188	3252	83	0	0	0	99	63	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	279	0	0	0	303	1888	10	0	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	73	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	4508	0	0	0	242	0	0	0	1157275	25152	7575	1081	967	483	61	0	0
W8-053111	 2015-02-04	10388	99	0	0	24	12	0	0	0	0	0	0	0	0	0	0	2144	2	0	0	43	2173	0	0	0	142	3380	84	0	0	0	95	48	0	0	0	0	0	0	6	0	0	0	0	7	7	0	0	0	0	320	0	0	0	308	1948	8	0	0	0	22	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	88	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	718	0	0	0	9812	0	0	0	360	0	0	0	1124853	46185	9190	1475	1224	425	64	0	0
W8-064111	 2015-02-04	6642	50	0	0	1	1	0	0	0	0	0	0	0	0	0	0	893	0	0	0	21	1115	0	0	0	77	2775	53	0	0	0	52	39	0	0	0	0	0	0	3	0	0	0	0	2	5	0	0	0	0	267	0	0	0	243	1600	4	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	52	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1302	0	0	0	10650	0	0	0	286	0	0	0	1128808	52706	5696	1001	992	353	29	0	0
W8-062112	 2015-02-04	6036	53	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1170	0	0	0	18	1332	0	0	0	56	2249	40	0	0	0	51	29	0	0	0	0	0	0	1	0	0	0	0	5	6	0	0	0	0	224	0	0	0	223	1416	6	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	65	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550	0	0	0	6419	0	0	0	349	0	0	0	1152188	35226	6035	864	725	338	29	0	0
W8-168112	 2015-02-04	5594	60	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1073	0	0	0	16	1020	0	0	0	38	1709	46	0	0	0	59	30	0	0	0	0	0	0	0	0	0	0	1	8	3	1	0	0	0	145	0	0	0	234	1213	2	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	41	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	4371	0	0	0	148	0	0	0	1168815	24418	4841	635	581	268	32	0	0
W8-180112	 2015-02-04	4389	59	0	0	12	11	0	0	0	0	0	0	0	0	0	0	785	0	0	0	5	988	0	0	0	110	1811	41	0	0	1	67	25	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	111	0	0	0	200	1181	5	0	0	0	15	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	54	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	1687	0	0	0	42	0	0	0	1185717	12081	4758	599	547	323	36	0	0
W8-150112	 2015-02-04	7557	68	0	0	10	9	0	0	0	0	0	0	0	0	0	0	1608	0	0	0	27	1653	0	0	0	67	2437	60	0	0	2	84	41	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	265	0	0	0	299	1550	8	0	0	0	14	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	65	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	4884	0	0	0	146	0	0	0	1158902	26592	6979	924	823	347	38	0	0
W8-011112	 2015-02-04	5490	75	0	0	25	13	0	0	0	0	0	0	0	0	0	0	1037	1	0	0	16	1195	0	0	0	125	1761	41	0	0	0	76	43	0	0	0	0	0	0	1	0	0	0	0	2	4	0	0	0	0	157	0	0	0	187	1260	9	0	0	0	30	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	121	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	1	0	0	2898	0	0	0	66	0	0	0	1171596	22371	5286	641	554	312	63	0	0
W8-208112	 2015-02-04	6680	62	0	0	41	8	0	0	0	0	0	0	0	0	0	0	1247	0	0	0	29	1356	0	0	1	168	2690	71	0	0	0	64	47	0	0	0	0	0	0	1	0	0	0	0	10	7	0	0	0	1	283	0	0	0	253	1665	4	0	0	0	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	63	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	740	0	0	0	8225	0	0	0	403	0	0	0	1141100	41407	6634	1105	905	340	62	0	0
W8-059112	 2015-02-04	7562	186	0	0	61	45	0	0	0	0	0	0	0	0	0	0	1624	1	0	0	41	1717	0	0	0	176	2751	36	0	0	0	103	56	0	0	0	0	0	0	0	0	0	0	0	15	4	0	0	0	0	244	0	0	0	278	1759	10	0	0	0	22	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	86	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	766	0	0	0	8187	0	0	0	421	0	0	0	1144383	35882	6819	1071	894	423	53	0	0
W8-075112	 2015-02-04	5157	76	0	0	17	27	0	0	0	0	0	0	0	0	0	0	965	0	0	0	8	761	0	0	0	124	1547	30	0	0	3	134	25	0	0	0	0	0	0	1	0	0	0	0	3	1	1	0	0	1	110	0	0	0	271	1015	6	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	63	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	0	0	4409	0	0	0	110	0	0	0	1170634	24631	3888	532	484	269	34	0	0
W8-033112	 2015-02-04	5298	92	0	0	4	7	0	0	0	0	0	0	0	0	0	0	1074	2	0	0	8	1151	0	0	0	70	1897	42	0	0	0	53	29	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	160	0	0	0	199	1154	11	0	0	0	15	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	67	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	3692	1	0	0	114	0	0	0	1172041	21821	4887	639	647	254	54	0	0
