,,SSD,SSD,pots,Field  2010-11,Field 2011-12,,,Field 2012-13,,Field 2013-14,,
Gen 0=8-way F1,8-way F1 plant,F1 to F2,F2 to F3,F3 to F4,F4 to F5 nursery,F5 to F6 nursery,YT Reps,728 SNP 90k,F6 to F7 nursery,YT reps,F7 to F8 nursery,YT reps,
,8MEL-1026-01,,MEL 025-1b,MEL 025-1b,MEL 025-1b,MEL 025-1b,2,1-G-6,MEL 025-1b,2,MEL 025-1b,2,
,8MEL-1026-01,,MEL 025-1c,MEL 025-1c,MEL 025-1c,MEL 025-1cA,3,1-G-7,MEL 025-1c,2,MEL 025-1c,2,
,,,,,,MEL 025-1cB,,,stop double family,,,,
,8MEL-1026-01,,MEL 025-1d,MEL 025-1d,MEL 025-1d,MEL 025-1d,2,1-G-8,MEL 025-1d,2,MEL 025-1d,2,
,8MEL-1026-01,,MEL 025-1e,MEL 025-1e,MEL 025-1e,MEL 025-1e,2,1-G-9,MEL 025-1e,2,MEL 025-1e,2,
,8MEL-1026-01,,MEL 025-1f,MEL 025-1f,MEL 025-1f,MEL 025-1f,2,1-G-10,MEL 025-1f,2,MEL 025-1f,2,
MEL 026-1,8MEL-1026-02,MEL 026-1,MEL 026-1a,MEL 026-1a,didn't grow,,,,,,,,
,8MEL-1026-02,,MEL 026-1b,MEL 026-1b,MEL 026-1b,MEL 026-1b,1,1-G-11,MEL 026-1b,2,MEL 026-1b,2,
,8MEL-1026-02,,MEL 026-1c,MEL 026-1c,MEL 026-1c,MEL 026-1c,1,,MEL 026-1c,0,MEL 026-1c,0,
,8MEL-1026-02,,MEL 026-1d,MEL 026-1d,MEL 026-1d,MEL 026-1d,1,,stop - others from F1,,,,
,8MEL-1026-02,,MEL 026-1e,MEL 026-1e,MEL 026-1e,MEL 026-1e,0,,stop - others from F1,,,,
,8MEL-1026-02,,MEL 026-1f,MEL 026-1f,MEL 026-1f,MEL 026-1f,2,,MEL 026-1f,0,MEL 026-1f,0,
MEL 027-1,8MEL-1026-03,MEL 027-1,MEL 027-1a,MEL 027-1a,MEL 027-1a,MEL 027-1a,0,,stop dwarf,,,,
,8MEL-1026-03,,MEL 027-1b,,,,,,,,,,
,8MEL-1026-03,,MEL 027-1c,,,,,,,,,,
,8MEL-1026-03,,MEL 027-1d,,,,,,,,,,
,8MEL-1026-03,,MEL 027-1e,MEL 027-1e,MEL 027-1e,MEL 027-1e,2,1-G-12,MEL 027-1e,2,MEL 027-1e,2,
,8MEL-1026-03,,MEL 027-1f,MEL 027-1f,MEL 027-1f,MEL 027-1f,2,,stop - others from F1,,,,
MEL 028-1,8MEL-1028-01,MEL 028-1,MEL 028-1a,,,,,,,,,,
,8MEL-1028-01,,MEL 028-1b,MEL 028-1b,MEL 028-1b,MEL 028-1b,2,,stop - others from F1,,,,
,8MEL-1028-01,,MEL 028-1c,MEL 028-1c,MEL 028-1c,MEL 028-1c,2,1-H-1,MEL 028-1c,2,MEL 028-1c,2,
,8MEL-1028-01,,MEL 028-1d,MEL 028-1d,didn't grow,,,,,,,,
,8MEL-1028-01,,MEL 028-1e,,,,,,,,,,
,8MEL-1028-01,,MEL 028-1f,MEL 028-1f,MEL 028-1f,MEL 028-1f,2,,stop - others from F1,,,,
MEL 029-1,8MEL-1029-01,MEL 029-1,MEL 029-1a,,,,,,,,,,
,8MEL-1029-01,,MEL 029-1b,MEL 029-1b,MEL 029-1b,MEL 029-1b,2,,stop - others from F1,,,,
,8MEL-1029-01,,MEL 029-1c,MEL 029-1c,MEL 029-1c,MEL 029-1c,2,1-H-3,MEL 029-1c,2,MEL 029-1c,2,
MEL 029-2,8MEL-1029-02,MEL 029-2,MEL 029-2a,MEL 029-2a,MEL 029-2a,MEL 029-2a,0,,stop - others from F1,,,,
,8MEL-1029-02,,MEL 029-2b,MEL 029-2b,MEL 029-2b,MEL 029-2b,2,1-H-4,MEL 029-2b,2,MEL 029-2b,2,
,8MEL-1029-02,,MEL 029-2c,MEL 029-2c,MEL 029-2c,MEL 029-2c,2,,stop - others from F1,,,,
MEL 030-1,8MEL-1030-01,MEL 030-1,MEL 030-1a,MEL 030-1a,MEL 030-1a,MEL 030-1a,2,,MEL 030-1a,2,MEL 030-1a,2,
,8MEL-1030-01,,MEL 030-1b,MEL 030-1b,MEL 030-1b,MEL 030-1b,2,1-H-5,MEL 030-1b,2,MEL 030-1b,2,
,8MEL-1030-01,,MEL 030-1c,MEL 030-1c,MEL 030-1c,MEL 030-1c,0,,stop - dwarf,,,,
MEL 030-2,8MEL-1030-02,MEL 030-2,MEL 030-2a,MEL 030-2a,MEL 030-2a,MEL 030-2a,2,1-H-6,MEL 030-2a,2,MEL 030-2a,2,
,8MEL-1030-02,,MEL 030-2b,MEL 030-2b,MEL 030-2b,MEL 030-2b,2,,stop - others from F1,,,,
,8MEL-1030-02,,MEL 030-2c,MEL 030-2c,MEL 030-2c,MEL 030-2c,2,,stop - others from F1,,,,
MEL 031-1,8MEL-1031-01,MEL 031-1,MEL 031-1a,MEL 031-1a,MEL 031-1a,MEL 031-1a,2,,stop - others from F1,,,,
,8MEL-1031-01,,MEL 031-1b,MEL 031-1b,MEL 031-1b,MEL 031-1b,2,,MEL 031-1b,2,MEL 031-1b,2,
,8MEL-1031-01,,MEL 031-1c,MEL 031-1c,MEL 031-1c,MEL 031-1c,2,1-H-7,MEL 031-1c,2,MEL 031-1c,2,
MEL 031-2,8MEL-1031-02,MEL 031-2,MEL 031-2a,MEL 031-2a,MEL 031-2a,MEL 031-2a,2,,stop - others from F1,,,,
,8MEL-1031-02,,MEL 031-2b,MEL 031-2b,MEL 031-2b,MEL 031-2b,2,,stop - others from F1,,,,
,8MEL-1031-02,,MEL 031-2c,MEL 031-2c,MEL 031-2c,MEL 031-2c,2,1-H-8,MEL 031-2c,2,MEL 031-2c,2,
MEL 032-1,8MEL-1032-01,MEL 032-1,MEL 032-1,MEL 032-1,MEL 032-1,MEL 032-1,2,1-H-9,MEL 032-1,2,MEL 032-1,2,
MEL 032-2,8MEL-1032-02,MEL 032-2,MEL 032-2,MEL 032-2,MEL 032-2,MEL 032-2,2,1-H-10,MEL 032-2,2,MEL 032-2,2,
MEL 032-3,8MEL-1032-03,MEL 032-3,MEL 032-3,MEL 032-3,,,,,,,,,
MEL 032-4,8MEL-1032-04,MEL 032-4,MEL 032-4,,,,,,,,,,
MEL 032-5,8MEL-1032-05,MEL 032-5,MEL 032-5,MEL 032-5,MEL 032-5,MEL 032-5,2,1-H-11,MEL 032-5,2,MEL 032-5,2,
MEL 032-6,8MEL-1032-06,MEL 032-6,MEL 032-6,MEL 032-6,MEL 032-6,MEL 032-6,2,7-A-9,MEL 032-6,2,MEL 032-6,2,
MEL 032-7,8MEL-1032-07,MEL 032-7,MEL 032-7,MEL 032-7,MEL 032-7,MEL 032-7,2,,MEL 032-7,2,MEL 032-7,2,
MEL 032-8,8MEL-1032-08,MEL 032-8,MEL 032-8,MEL 032-8,MEL 032-8,MEL 032-8,2,1-H-12,MEL 032-8,2,MEL 032-8,2,
MEL 033-1,8MEL-1033-01,MEL 033-1,MEL 033-1,MEL 033-1,MEL 033-1,MEL 033-1A,3,2-A-1,MEL 033-1-A,2,MEL 033-1-A,2,
,,,,,,MEL 033-1B,,,MEL 033-1-B,2,MEL 033-1-B,2,
MEL 033-2,8MEL-1033-02,MEL 033-2,MEL 033-2,MEL 033-2,MEL 033-2,MEL 033-2,2,7-A-10,MEL 033-2,2,MEL 033-2,2,
MEL 033-3,8MEL-1033-03,MEL 033-3,MEL 033-3,MEL 033-3,MEL 033-3,MEL 033-3,2,,MEL 033-3,0,MEL 033-3,0,
MEL 033-4,8MEL-1033-04,MEL 033-4,MEL 033-4,MEL 033-4,MEL 033-4,MEL 033-4,2,2-A-2,MEL 033-4,2,MEL 033-4,2,
MEL 033-5,8MEL-1033-05,MEL 033-5,MEL 033-5,MEL 033-5,MEL 033-5,MEL 033-5,2,2-A-3,MEL 033-5,2,MEL 033-5,2,
MEL 033-6,8MEL-1033-06,MEL 033-6,MEL 033-6,MEL 033-6,MEL 033-6,MEL 033-6,2,,MEL 033-6,2,MEL 033-6,2,
MEL 033-7,8MEL-1033-07,MEL 033-7,MEL 033-7,MEL 033-7,MEL 033-7,MEL 033-7,2,2-A-4,MEL 033-7,2,MEL 033-7,2,
MEL 033-8,8MEL-1033-08,MEL 033-8,MEL 033-8,MEL 033-8,MEL 033-8,MEL 033-8,2,,MEL 033-8,0,MEL 033-8,0,
MEL 034-1,8MEL-1034-01,MEL 034-1,MEL 034-1,MEL 034-1,,,,,,,,,
MEL 034-2,8MEL-1034-02,MEL 034-2,MEL 034-2,,,,,,,,,,
MEL 034-3,8MEL-1034-03,MEL 034-3,,,,,,,,,,,
MEL 034-4,8MEL-1034-04,MEL 034-4,MEL 034-4,MEL 034-4,MEL 034-4,MEL 034-4,2,2-A-5,MEL 034-4,2,MEL 034-4,2,
MEL 034-5,8MEL-1034-05,MEL 034-5,MEL 034-5,MEL 034-5,MEL 034-5,MEL 034-5,2,2-A-6,MEL 034-5,2,MEL 034-5,2,
MEL 034-6,8MEL-1034-06,MEL 034-6,MEL 034-6,MEL 034-6,MEL 034-6,MEL 034-6,2,2-A-7,MEL 034-6,2,MEL 034-6,2,
MEL 034-7,8MEL-1034-07,MEL 034-7,MEL 034-7,MEL 034-7,MEL 034-7,MEL 034-7,2,2-A-8,MEL 034-7,2,MEL 034-7,2,
MEL 034-8,8MEL-1034-08,MEL 034-8,MEL 034-8,,,,,,,,,,
MEL 035-1,8MEL-1035-01,MEL 035-1,MEL 035-1,MEL 035-1,MEL 035-1,MEL 035-1,2,2-A-9,MEL 035-1,2,MEL 035-1,2,
MEL 035-2,8MEL-1035-02,MEL 035-2,MEL 035-2,MEL 035-2,MEL 035-2,MEL 035-2,2,2-A-10,MEL 035-2,2,MEL 035-2,2,
MEL 035-3,8MEL-1035-03,MEL 035-3,MEL 035-3,MEL 035-3,MEL 035-3,MEL 035-3,2,2-A-11,MEL 035-3,2,MEL 035-3,2,
MEL 035-4,8MEL-1035-04,MEL 035-4,,,,,,,,,,,
MEL 035-5,8MEL-1035-05,MEL 035-5,MEL 035-5,,,,,,,,,,
MEL 035-6,8MEL-1035-06,MEL 035-6,MEL 035-6,MEL 035-6,,,,,,,,,
MEL 035-7,8MEL-1035-07,MEL 035-7,MEL 035-7,MEL 035-7,MEL 035-7,MEL 035-7,1,2-A-12,MEL 035-7,2,MEL 035-7,2,
MEL 035-8,8MEL-1035-08,MEL 035-8,MEL 035-8,MEL 035-8,MEL 035-8,MEL 035-8,2,7-A-11,MEL 035-8,2,MEL 035-8,2,
MEL 036-1,8MEL-1036-01,MEL 036-1,MEL 036-1a,,,,,,,,,,
,8MEL-1036-01,,MEL 036-1b,MEL 036-1b,MEL 036-1b,MEL 036-1b,2,2-B-1,MEL 036-1b,2,MEL 036-1b,2,
MEL 036-2,8MEL-1036-02,MEL 036-2,MEL 036-2,,,,,,,,,,
MEL 036-3,8MEL-1036-03,MEL 036-3,MEL 036-3,MEL 036-3,MEL 036-3,MEL 036-3,1,2-B-2,MEL 036-3,2,MEL 036-3,2,
MEL 036-4,8MEL-1036-04,MEL 036-4,,,,,,,,,,,
MEL 036-5,8MEL-1036-05,MEL 036-5,,,,,,,,,,,
MEL 036-6,8MEL-1036-06,MEL 036-6,,,,,,,,,,,
MEL 036-7,8MEL-1036-07,MEL 036-7,MEL 036-7,MEL 036-7,MEL 036-7,MEL 036-7,2,2-B-3,MEL 036-7,2,MEL 036-7,2,
MEL 036-8,8MEL-1036-08,MEL 036-8,MEL 036-8,MEL 036-8,MEL 036-8,MEL 036-8,2,2-B-4,MEL 036-8,2,MEL 036-8,2,
MEL 037-1,8MEL-1038-01,MEL 037-1,MEL 037-1a,MEL 037-1a,MEL 037-1a,MEL 037-1a,2,2-B-5,MEL 037-1a,2,MEL 037-1a,2,
,8MEL-1038-01,,MEL 037-1b,MEL 037-1b,MEL 037-1b,MEL 037-1b,2,,MEL 037-1b,2,MEL 037-1b,2,
,8MEL-1038-01,,MEL 037-1c,MEL 037-1c,MEL 037-1c,MEL 037-1c,2,,stop - others from F1,,,,
MEL 037-2,8MEL-1038-02,MEL 037-2,MEL 037-2a,MEL 037-2a,MEL 037-2a,MEL 037-2a,2,7-A-12,MEL 037-2a,2,MEL 037-2a,2,
,8MEL-1038-02,,MEL 037-2b,MEL 037-2b,MEL 037-2b,MEL 037-2b,2,,stop - others from F1,,,,
,8MEL-1038-02,,MEL 037-2c,MEL 037-2c,,,,,,,,,
MEL 038-1,8MEL-1038-03,MEL 038-1,MEL 038-1a,MEL 038-1a,MEL 038-1a,MEL 038-1a,2,7-B-1,MEL 038-1a,2,MEL 038-1a,2,
,8MEL-1038-03,,MEL 038-1b,,,,,,,,,,
,8MEL-1038-03,,MEL 038-1c,MEL 038-1c,MEL 038-1c,MEL 038-1c,2,,MEL 038-1c,0,MEL 038-1c,0,
MEL 038-2,8MEL-1038-04,MEL 038-2,MEL 038-2a,MEL 038-2a,MEL 038-2a,MEL 038-2a,0,,stop - others from F1,,,,
,8MEL-1038-04,,MEL 038-2b,MEL 038-2b,MEL 038-2b,MEL 038-2b,2,7-B-2,MEL 038-2b,2,MEL 038-2b,2,
,8MEL-1038-04,,MEL 038-2c,MEL 038-2c,MEL 038-2c,MEL 038-2c,1,,MEL 038-2c,2,MEL 038-2c,2,
MEL 039-1,8MEL-1038-05,MEL 039-1,MEL 039-1a,MEL 039-1a,MEL 039-1a,MEL 039-1a,2,,MEL 039-1a,0,MEL 039-1a,0,
,8MEL-1038-05,,MEL 039-1b,,,,,,,,,,
,8MEL-1038-05,,MEL 039-1c,MEL 039-1c,MEL 039-1c,MEL 039-1c,2,,stop - others from F1,,,,
,8MEL-1038-05,,MEL 039-1d,MEL 039-1d,MEL 039-1d,MEL 039-1d,2,,stop - others from F1,,,,
,8MEL-1038-05,,MEL 039-1e,MEL 039-1e,MEL 039-1e,MEL 039-1e,2,7-B-3,MEL 039-1e,2,MEL 039-1e,2,
,8MEL-1038-05,,MEL 039-1f,MEL 039-1f,MEL 039-1f,stop dwarf,,,,,,,
MEL 040-1,8MEL-1038-06,MEL 040-1,MEL 040-1a,,,,,,,,,,
,8MEL-1038-06,,MEL 040-1b,MEL 040-1b,MEL 040-1b,MEL 040-1b,1,,stop - others from F1,,,,
,8MEL-1038-06,,MEL 040-1c,MEL 040-1c,MEL 040-1c,MEL 040-1c,2,7-B-4,MEL 040-1c,2,MEL 040-1c,2,
MEL 040-2,8MEL-1038-07,MEL 040-2,MEL 040-2a,MEL 040-2a,MEL 040-2a,stop aneuploid,,,,,,,
,8MEL-1038-07,,MEL 040-2b,MEL 040-2b,MEL 040-2b,MEL 040-2b,2,,MEL 040-2b,0,MEL 040-2b,0,
,8MEL-1038-07,,MEL 040-2c,MEL 040-2c,MEL 040-2c,MEL 040-2c,2,2-B-6,MEL 040-2c,2,MEL 040-2c,2,
MEL 041-1,8MEL-1038-08,MEL 041-1,MEL 041-1a,MEL 041-1a,MEL 041-1a,MEL 041-1a,2,,MEL 041-1a,0,MEL 041-1a,0,
,8MEL-1038-08,,MEL 041-1b,MEL 041-1b,,,,,,,,,
,8MEL-1038-08,,MEL 041-1c,MEL 041-1c,MEL 041-1c,MEL 041-1c,1,2-B-7,MEL 041-1c,2,MEL 041-1c,2,
MEL 041-2,8MEL-1038-09,MEL 041-2,MEL 041-2a,MEL 041-2a,MEL 041-2a,MEL 041-2a,2,,MEL 041-2a,,MEL 041-2a,,
,8MEL-1038-09,,MEL 041-2b,MEL 041-2b,MEL 041-2b,MEL 041-2b,2,,stop - others from F1,,,,
,8MEL-1038-09,,MEL 041-2c,MEL 041-2c,MEL 041-2c,MEL 041-2c,2,7-B-5,MEL 041-2c,2,MEL 041-2c,2,
MEL 042-1,8MEL-1038-10,MEL 042-1,MEL 042-1a,MEL 042-1a,MEL 042-1a,MEL 042-1a,0,,stop - dwarf,,,,
,8MEL-1038-10,,MEL 042-1b,MEL 042-1b,MEL 042-1b,MEL 042-1b,2,2-B-8,MEL 042-1b,2,MEL 042-1b,2,
,8MEL-1038-10,,MEL 042-1c,MEL 042-1c,MEL 042-1c,MEL 042-1c,1,,MEL 042-1c,0,MEL 042-1c,0,
,8MEL-1038-10,,MEL 042-1d,MEL 042-1d,MEL 042-1d,MEL 042-1d,2,,MEL 042-1d,0,MEL 042-1d,0,
,8MEL-1038-10,,MEL 042-1e,MEL 042-1e,MEL 042-1e,MEL 042-1e,2,,stop - others from F1,,,,
,8MEL-1038-10,,MEL 042-1f,MEL 042-1f,MEL 042-1f,stop aneuploid,,,,,,,
MEL 043-1,8MEL-1039-01,MEL 043-1,MEL 043-1,MEL 043-1,MEL 043-1,MEL 043-1,2,2-B-9,MEL 043-1,2,MEL 043-1,2,
MEL 043-2,8MEL-1039-02,MEL 043-2,MEL 043-2,MEL 043-2,MEL 043-2,MEL 043-2,2,2-B-10,MEL 043-2,2,MEL 043-2,2,
MEL 043-3,8MEL-1039-03,MEL 043-3,MEL 043-3,MEL 043-3,MEL 043-3,MEL 043-3,2,7-B-6,MEL 043-3,2,MEL 043-3,2,
MEL 043-4,8MEL-1039-04,MEL 043-4,MEL 043-4,MEL 043-4,MEL 043-4,MEL 043-4,2,2-B-11,MEL 043-4,2,MEL 043-4,2,
MEL 043-5,8MEL-1039-05,MEL 043-5,MEL 043-5,MEL 043-5,MEL 043-5,MEL 043-5,2,7-B-7,MEL 043-5,2,MEL 043-5,2,
MEL 043-6,8MEL-1039-06,MEL 043-6,MEL 043-6,MEL 043-6,MEL 043-6,MEL 043-6,2,7-B-8,MEL 043-6,2,MEL 043-6,2,
MEL 043-7,8MEL-1039-07,MEL 043-7,MEL 043-7,MEL 043-7,MEL 043-7,MEL 043-7,2,2-C-1,MEL 043-7,2,MEL 043-7,2,
MEL 043-8,8MEL-1039-08,MEL 043-8,,,,,,,,,,,
MEL 044a-1,8MEL-1039-09,MEL 044a-1,MEL 044a-1,MEL 044a-1,MEL 044a-1,MEL 044a-1,2,7-B-9,MEL 044a-1,2,MEL 044a-1,2,
MEL 044a-2,8MEL-1039-10,MEL 044a-2,MEL 044a-2,MEL 044a-2,MEL 044a-2,MEL 044a-2,2,7-B-10,MEL 044a-2,2,MEL 044a-2,2,
MEL 044a-3,8MEL-1039-11,MEL 044a-3,MEL 044a-3,MEL 044a-3,MEL 044a-3,MEL 044a-3,0,,MEL 044a-3,0,MEL 044a-3,0,
MEL 044a-4,8MEL-1039-12,MEL 044a-4,MEL 044a-4,MEL 044a-4,MEL 044a-4,MEL 044a-4,2,7-B-11,MEL 044a-4,2,MEL 044a-4,2,
MEL 044b-1,8MEL-1040-01,MEL 044b-1,MEL 044b-1a,MEL 044b-1a,MEL 044b-1a,MEL 044b-1a,2,,stop - others from F1,,,,
,8MEL-1040-01,,MEL 044b-1b,MEL 044b-1b,MEL 044b-1b,MEL 044b-1b,2,2-C-2,MEL 044b-1b,2,MEL 044b-1b,2,
MEL 045-1,8MEL-1040-02,MEL 045-1,MEL 045-1a,MEL 045-1a,MEL 045-1a,MEL 045-1a,2,,MEL 045-1a,0,MEL 045-1a,0,
,8MEL-1040-02,,MEL 045-1b,MEL 045-1b,MEL 045-1b,MEL 045-1b,2,2-C-3,MEL 045-1b,2,MEL 045-1b,2,
,8MEL-1040-02,,MEL 045-1c,MEL 045-1c,MEL 045-1c,MEL 045-1c,0,,stop - dwarf,,,,
,8MEL-1040-02,,MEL 045-1d,,,,,,,,,,
,8MEL-1040-02,,MEL 045-1e,MEL 045-1e,MEL 045-1e,MEL 045-1e,1,,MEL 045-1e,0,MEL 045-1e,0,
,8MEL-1040-02,,MEL 045-1f,MEL 045-1f,MEL 045-1f,MEL 045-1f,0,,stop - dwarf,,,,
MEL 046-1,8MEL-1041-01,MEL 046-1,MEL 046-1,MEL 046-1,MEL 046-1,MEL 046-1,2,2-C-4,MEL 046-1,2,MEL 046-1,2,
MEL 046-2,8MEL-1041-02,MEL 046-2,MEL 046-2,MEL 046-2,MEL 046-2,MEL 046-2,2,2-C-5,MEL 046-2,2,MEL 046-2,2,
MEL 046-3,8MEL-1041-03,MEL 046-3,MEL 046-3,MEL 046-3,didn't grow,,,,,,,,
MEL 046-4,8MEL-1041-04,MEL 046-4,MEL 046-4,,,,,,,,,,
MEL 046-5,8MEL-1041-05,MEL 046-5,MEL 046-5,MEL 046-5,MEL 046-5,MEL 046-5,0,,MEL 046-5,0,MEL 046-5,0,
MEL 046-6,8MEL-1041-06,MEL 046-6,MEL 046-6,,,,,,,,,,
MEL 046-7,8MEL-1041-07,MEL 046-7,MEL 046-7,MEL 046-7,MEL 046-7,MEL 046-7,2,7-B-12,MEL 046-7,2,MEL 046-7,2,
MEL 046-8,8MEL-1041-08,MEL 046-8,MEL 046-8,MEL 046-8,,,,,,,,,
MEL 047a-1,8MEL-1041-09,MEL 047a-1,MEL 047a-1,MEL 047a-1,MEL 047a-1,MEL 047a-1,2,2-C-6,MEL 047a-1,2,MEL 047a-1,2,
MEL 047a-2,8MEL-1041-10,MEL 047a-2,MEL 047a-2,MEL 047a-2,MEL 047a-2,MEL 047a-2,0,,MEL 047a-2,0,MEL 047a-2,0,
MEL 047a-3,8MEL-1041-11,MEL 047a-3,MEL 047a-3,MEL 047a-3,MEL 047a-3,MEL 047a-3,2,2-C-7,MEL 047a-3,2,MEL 047a-3,2,
MEL 047a-4,8MEL-1041-12,MEL 047a-4,MEL 047a-4,,,,,,,,,,
MEL 047b-1,8MEL-1042-01,MEL 047b-1,MEL 047b-1a,MEL 047b-1a,MEL 047b-1a,MEL 047b-1a,2,2-C-8,MEL 047b-1a,2,MEL 047b-1a,2,
,8MEL-1042-01,,MEL 047b-1b,MEL 047b-1b,MEL 047b-1b,MEL 047b-1b,0,,stop - others from F1,,,,
MEL 047b-2,8MEL-1042-02,MEL 047b-2,,,,,,,,,,,
MEL 048-1,8MEL-1042-03,MEL 048-1,MEL 048-1a,MEL 048-1a,MEL 048-1a,MEL 048-1a,1,7-C-1,MEL 048-1a,2,MEL 048-1a,2,
,8MEL-1042-03,,MEL 048-1b,MEL 048-1b,,,,,,,,,
,8MEL-1042-03,,MEL 048-1c,MEL 048-1c,MEL 048-1c,MEL 048-1c,2,2-C-9,MEL 048-1c,2,MEL 048-1c,2,
MEL 048-2,8MEL-1042-04,MEL 048-2,MEL 048-2a,MEL 048-2a,MEL 048-2a,MEL 048-2a,2,,MEL 048-2a,0,MEL 048-2a,0,
,8MEL-1042-04,,MEL 048-2b,MEL 048-2b,MEL 048-2b,MEL 048-2bA,3,2-C-10,MEL 048-2bA,2,MEL 048-2bA,2,
,,,,,,MEL 048-2bB,,,MEL 048-2bB,0,MEL 048-2bB,0,
,8MEL-1042-04,,MEL 048-2c,MEL 048-2c,MEL 048-2c,MEL 048-2c,2,,MEL 048-2c,0,MEL 048-2c,0,
MEL 048-3,8MEL-1042-05,MEL 048-3,,,,,,,,,,,
MEL 048-4,8MEL-1042-06,MEL 048-4,,,,,,,,,,,
MEL 049-1,8MEL-1044-01,MEL 049-1,MEL 049-1,MEL 049-1,,,,,,,,,
MEL 049-2,8MEL-1044-02,MEL 049-2,MEL 049-2,MEL 049-2,MEL 049-2,MEL 049-2,2,2-C-11,MEL 049-2,2,MEL 049-2,2,
MEL 049-3,8MEL-1044-03,MEL 049-3,MEL 049-3,MEL 049-3,MEL 049-3,MEL 049-3,0,,MEL 049-3,0,MEL 049-3,0,
MEL 049-4,8MEL-1044-04,MEL 049-4,MEL 049-4,MEL 049-4,MEL 049-4,MEL 049-4,2,7-C-2,MEL 049-4,2,MEL 049-4,2,
MEL 049-5,8MEL-1044-05,MEL 049-5,MEL 049-5,MEL 049-5,MEL 049-5,MEL 049-5,2,2-C-12,MEL 049-5,2,MEL 049-5,2,
MEL 049-6,8MEL-1044-06,MEL 049-6,MEL 049-6,MEL 049-6,MEL 049-6,MEL 049-6,2,,MEL 049-6,0,MEL 049-6,0,
MEL 049-7,8MEL-1044-07,MEL 049-7,,,,,,,,,,,
MEL 050-1,8MEL-1044-08,MEL 050-1,MEL 050-1,MEL 050-1,MEL 050-1,MEL 050-1,2,2-D-1,MEL 050-1,2,MEL 050-1,2,
MEL 050-2,8MEL-1044-09,MEL 050-2,MEL 050-2,,,,,,,,,,
MEL 050-3,8MEL-1044-10,MEL 050-3,MEL 050-3,MEL 050-3,MEL 050-3,MEL 050-3,2,,MEL 050-3,0,MEL 050-3,0,
MEL 050-4,8MEL-1044-11,MEL 050-4,MEL 050-4,,,,,,,,,,
MEL 050-5,8MEL-1044-12,MEL 050-5,MEL 050-5,MEL 050-5,MEL 050-5,MEL 050-5,2,2-D-2,MEL 050-5,2,MEL 050-5,2,
MEL 050-6,8MEL-1044-13,MEL 050-6,MEL 050-6,MEL 050-6,MEL 050-6,MEL 050-6,2,7-C-3,MEL 050-6,2,MEL 050-6,2,
MEL 050-7,8MEL-1044-14,MEL 050-7,MEL 050-7,MEL 050-7,MEL 050-7,MEL 050-7,,,MEL 050-7,0,MEL 050-7,0,
MEL 050-8,8MEL-1044-15,MEL 050-8,MEL 050-8,MEL 050-8,MEL 050-8,MEL 050-8,,,MEL 050-8,2,MEL 050-8,2,
MEL 051-1,8MEL-1045-01,MEL 051-1,MEL 051-1a,MEL 051-1a,MEL 051-1a,MEL 051-1a,2,,stop - others from F1,,,,
,8MEL-1045-01,,MEL 051-1b,MEL 051-1b,MEL 051-1b,MEL 051-1b,0,,stop - others from F1,,,,
,8MEL-1045-01,,MEL 051-1c,MEL 051-1c,MEL 051-1c,MEL 051-1c,2,,MEL 051-1c,0,MEL 051-1c,0,
,8MEL-1045-01,,MEL 051-1d,MEL 051-1d,MEL 051-1d,MEL 051-1d,2,2-D-3,MEL 051-1d,2,MEL 051-1d,2,
,8MEL-1045-01,,MEL 051-1e,MEL 051-1e,MEL 051-1e,MEL 051-1e,2,,MEL 051-1e,0,MEL 051-1e,0,
,8MEL-1045-01,,MEL 051-1f,MEL 051-1f,MEL 051-1f,stop aneuploid,,,,,,,
MEL 052-1,8MEL-1046-01,MEL 052-1,MEL 052-1,MEL 052-1,MEL 052-1,MEL 052-1,2,2-D-4,MEL 052-1,2,MEL 052-1,2,
MEL 052-2,8MEL-1046-02,MEL 052-2,MEL 052-2,MEL 052-2,MEL 052-2,MEL 052-2,1,,stop - real mix,0,,0,
MEL 052-3,8MEL-1046-03,MEL 052-3,MEL 052-3,MEL 052-3,MEL 052-3,MEL 052-3,2,7-C-4,MEL 052-3,2,MEL 052-3,2,
MEL 052-4,8MEL-1046-04,MEL 052-4,MEL 052-4,MEL 052-4,MEL 052-4,MEL 052-4,1,,MEL 052-4,2,MEL 052-4,2,
MEL 052-5,8MEL-1046-05,MEL 052-5,MEL 052-5,MEL 052-5,MEL 052-5,MEL 052-5,2,2-D-5,MEL 052-5,2,MEL 052-5,2,
MEL 052-6,8MEL-1046-06,MEL 052-6,MEL 052-6,,,,,,,,,,
MEL 052-7,8MEL-1046-07,MEL 052-7,MEL 052-7,MEL 052-7,MEL 052-7,MEL 052-7A,3,2-D-6,MEL 052-7,2,MEL 052-7,2,
,,,,,,MEL 052-7B,,,stop double family,,,,
MEL 052-8,8MEL-1046-08,MEL 052-8,MEL 052-8,MEL 052-8,MEL 052-8,MEL 052-8A,3,2-D-7,MEL 052-8,2,MEL 052-8,2,
,,,,,,MEL 052-8B,,,stop double family,,,,
MEL 053-1,8MEL-1047-01,MEL 053-1,MEL 053-1a,MEL 053-1a,MEL 053-1a,MEL 053-1aA,3,2-D-8,MEL 053-1a,2,MEL 053-1a,2,
,,,,,,MEL 053-1aB,,,stop double family,,,,
