Block,Column,Row,Pos,Name,ID,Status,array01,array02,array03,array04,array05,array06,array07,array08,array09,array10,array11,array12,array13,array14,array15,array16,array01.1,array02.1,array03.1,array04.1,array05.1,array06.1,array07.1,array08.1,array09.1,array10.1,array11.1,array12.1,array13.1,array14.1,array15.1,array16.1,t_..5,t_.0,t_.10,t_.20,t_.25,t_.30,t_.35.37,t_ 40-45
3113,19,5,4,3113,C02_n129_plate_19,WheatUG-1_GS0056_E1,Gene,-0.0236628656901335,0.128922169203958,0.432244186701368,-0.392313344823334,0.459781133856706,-0.0160701101855625,1.04138133923636,-1.76805511989114,0.442174079149709,0.391423172807529,0.12368001267705,0.168372665646851,0.938579766264396,-0.657661369207471,-0.373099700171898,-0.81311311122543,7.54226978245589,7.7601022520981,8.21408079931481,8.09767886063032,8.86839083911539,8.35164747330419,8.7138043459381,9.34374768816225,7.6615043791443,8.04558681933119,8.04166562903246,8.77599186686593,9.70708756400631,8.15739987986453,8.60122825282744,9.50969155037794,-0.501801318909758,0.0308956940373639,-0.0320666856607635,0.162619396668649,0.349367682026324,-0.0225675832148196,0.205146048631438,-0.150301781403953
5069,27,1,1,5069,G04_p840_plate_07,WheatUG-1_GS0095_H9,Gene,-0.174847744202379,-0.11363686102533,-0.14396165763359,0.40137562125591,0.326302536082078,0.144253900393512,0.813353558742615,-0.540563300960304,-0.0812876201501567,-0.0666645977160972,-0.0499281699966072,-0.0801787687417314,1.02349437230408,-0.0624652347627253,-0.0414929270010314,-0.736234921381133,7.36206627009615,7.4396938172932,7.89319946968862,7.8418213715009,8.83930573764062,8.0369033006665,8.39267251893121,9.4291014516831,8.7004133329566,8.73067644132758,9.26541315295347,8.8449951880501,10.162681911746,8.6948681562635,8.81102720855877,9.40191924465934,-0.214790975018891,-0.0991605324862093,-0.260940402509165,0.0239868936826079,0.421126982981492,0.0895407579290642,0.208983940848341,0.140012427176314
8027,46,5,3,8027,A02_e411_plate_02,WheatUG-1_GS0022_D10,Gene,0.302484103347026,0.0560959487157113,0.410960033316616,-0.283129144202102,0.946781080781423,0.336989903036352,2.41952842410397,-3.72742881861155,0.667533397792322,-0.120154395632604,-0.345088720920458,0.348943372989413,2.4817626970443,-0.776040223208999,-0.653820071938141,-1.7309092253376,6.21594028403225,6.3243446309707,6.38204146175265,6.64297605342864,8.05871889388501,7.10352603906864,8.54551544632027,8.48348148765338,6.13922959034889,6.75075420896883,7.07035937359419,8.17284191089767,9.1412213619723,6.32624010365697,7.08545272706346,8.53423469001064,-0.8833628851703,-0.103848603877002,-0.402235491056433,0.286076914974062,0.756315059497755,0.0406605099220795,0.612910407047897,-0.139261730700221
852,1,12,6,852,C12_p133_plate_11,WheatUG-1_GS0071_G2,Gene,-0.408581409488013,-0.0994204741509723,0.298988851997452,-0.338421559429863,0.236492809195254,-0.0263632663020355,0.169356367233276,-1.18791183911564,0.375851263454367,0.671779222293601,0.692067984800396,-0.00908348998668851,-0.448507419229738,-0.465097823521068,-0.982417632863113,-0.755645753438742,9.98355156829091,9.95874094215017,10.3000793226826,10.9713858883565,11.6875685269792,11.242556201916,11.275875549747,12.0091203449959,10.1983014274032,10.3809214643809,10.1117489762579,10.8299763018615,10.5056173426457,10.5868582591992,10.1803717465698,10.6300655518559,-0.421434952167589,-0.204660073552124,0.0339976523020336,0.081833766508817,0.0303357632073135,0.109274926043136,-0.21212700547964,-0.555677161137711
7397,25,5,15,7397,B12_p638_plate_01,WheatUG-1_GS0087_D12,Gene,0.323375240859797,0.0880343500801199,-0.461101352382531,-0.213383577985395,1.31608162643251,0.196921601687206,1.21461352488927,-1.46745918988601,0.132166349369575,0.0952681687178486,0.564123669746657,0.247965704941494,0.837910892619659,0.0183611645405071,-0.38775651885768,-1.5216613922979,6.06446335582333,5.6213029588036,6.65507358691779,6.8299872474106,7.77722134223475,6.69974184241569,6.71002198588793,8.63747958695185,7.65955386431745,7.80179399933346,8.12590128207482,8.34766026437017,9.48004976603153,7.88884543904367,7.39174882985455,8.48038855080689,-0.248389108779033,0.0297303102000213,-0.332651181213412,-0.073588219014214,0.508969277446155,0.523872015601719,0.317936078165073,-0.234149041168743
9895,47,11,14,9895,C08_d26_plate_11,WheatUG-1_GS0012_F5,Gene,0.583796827324597,1.3473995007874,0.481042446829266,0.0538118067429299,0.840896635370179,-0.0455723527220736,0.976842827097516,-2.15634330738679,0.510020297097724,0.808880746722648,0.171747829953419,0.246222129604195,1.31577912356222,-0.744110197787413,-0.70661941593558,-0.980142675153896,5.68728265023833,6.98386308157595,7.40875853143937,7.70503110984645,8.54194801720063,7.83248123791099,8.33813471734467,9.3016111825486,7.55290545412156,7.97268849016301,8.14699464855344,8.75682888270627,9.43707133701893,7.623047727574,8.08929215835544,9.25494492735624,-0.45165909518797,0.508364414724766,0.255011775604047,0.322774170068529,0.754842078099493,0.055740478703528,0.117718297011014,-0.210966007970238
342,1,6,3,342,B01_p436_plate_08,WheatUG-1_GS0083_E10,Gene,0.06523955741718,0.580345870142243,-0.445127387003461,-0.131577990337954,0.311481475637133,-0.0679193639072986,0.407489669196081,-1.72270385178664,0.18813513941202,0.160510692292424,-0.221522437421828,0.0218518478442978,0.253412785744127,-0.430826713207286,-0.48924399110575,-0.526586363116034,6.92490064469115,7.44871745061707,8.14759087862446,8.28702513962059,9.12067090801243,8.57354785828539,8.74281514789953,9.16407992251132,8.14087422179713,7.60741061110902,8.2564891091568,8.82456454528209,9.01694622575583,8.33482910221681,8.00802005482103,8.78445077338139,-0.475038967041181,0.0792130321865241,-0.15322257934977,-0.0916795975212743,0.148456740833933,-0.10219675972482,-0.0319554594931674,-0.397096939990615
4710,13,6,14,4710,C04_p638_plate_02,WheatUG-1_GS0088_C4,Gene,0.149853852515658,-0.172114703180494,0.0198435039412693,-0.250040755585301,0.474090936228011,-0.367465285014145,2.0861156768804,-2.47424032493138,-0.133032542023411,-0.146903494201987,0.42220121900971,0.0700971881974105,1.15794223515639,0.172768313841143,-0.32440745832335,-1.28580778863145,7.93986327380942,7.78458027380433,8.41734555132442,8.57522197447839,9.24379889668305,8.84936341705003,9.50326430919633,10.6912852839692,8.50450221622548,8.81337990338876,8.71237695650446,9.26039158445224,10.4756795762743,9.16127847071989,8.92212262400591,9.96119793720282,-0.571162675149497,-0.123392950797543,-0.253969442215241,-0.0732831513675081,0.308772230399277,0.17539879601618,0.366085030435079,-0.12899755038151
6470,31,2,9,6470,B12_o232_plate_01,WheatUG-1_GS0063_B3,Gene,0.984161516501606,0.14316103698901,0.701200005507505,-0.596529949732376,0.789896886585533,0.000477684919323651,1.99188292390676,-2.27552836033365,-0.453967375354421,-0.0791083279744778,-0.358028321029768,-0.405351711308535,1.51273280327844,0.0173173503099817,-0.379326123710076,-1.12247813664219,6.76063055074967,5.38824213553089,5.67155523172245,6.13778705207383,7.69319690338106,6.555975355521,7.6715590368247,8.02976767606373,7.85735285569927,7.71774907484236,8.14275233195643,7.67535664520078,9.7129431784331,9.86777249830481,7.44320256318385,8.16538474065458,-0.432004217219121,0.167222025451516,-0.159036353793861,-0.188662257721957,0.40674785303928,0.112415900196267,0.301920693451869,0.0266523075523408
6743,26,9,11,6743,B11_p234_plate_26,WheatUG-1_GS0077_D4,Gene,NA,0.453056282263566,-0.386727647112359,-0.35922897665644,0.432962346718056,0.0604154707602013,0.762804856031564,-1.8246432346242,0.411784579869649,0.369408933788637,0.0366922495904911,-0.18664379322812,0.422497427944728,-0.828936710636911,-0.953934954157103,-1.02132959511944,NA,7.18103056042891,7.9725248292384,7.91282900753872,8.64032625141623,7.83589451547305,8.08177788773073,8.95467576940438,7.30248489035963,7.73824965774212,8.31335086935104,8.54312601605903,8.94581476930153,7.6224565736391,7.65166059933285,8.72373031993457,NA,NA,-0.229577177594436,-0.130203959281817,0.216409932948745,-0.0747166608920406,-0.0793396051483645,-0.415167636441838
8956,40,10,9,8956,B11_p234_plate_15,WheatUG-1_GS0074_B7,Gene,-0.606765634201144,0.201554536536376,-0.373453174869257,-0.536429831220215,0.605236763321216,-0.198183257932028,1.24934469354902,-1.64328596713006,0.207588672269867,0.14548538931376,0.246190356694058,-0.119893163251298,0.82126576152042,-0.329477766512771,-0.210264868407806,-1.19175173891002,6.65930174727016,6.9019014943139,7.13704740135758,7.25449117926902,8.56303032585349,7.14489375084197,8.04796294130952,9.00954566328068,7.36048265036839,7.5007354895574,7.86670691969081,8.30130238158989,8.64924391412151,7.45510261762889,7.48556565336889,8.60960379337156,-0.592985173893527,-0.117497644189703,-0.279365005137211,-0.205546874267726,0.258889520733796,0.0809415238926189,0.180250850989471,-0.191106812742661
792,9,8,5,792,D12_e29_plate_01,WheatUG-1_GS0015_E12,Gene,-0.116353634350747,0.779286316994852,0.193948197212767,-0.236713197597339,0.770962781385433,-0.149972713737755,0.767161526564267,-1.84265322860473,0.0136569372794069,0.0858803669621078,0.103662156616141,0.0351075069606508,1.44838260967092,-0.131896813547476,-0.27226676645461,-0.527698672473939,6.79099084763244,7.6118859438577,7.91134158274964,8.12018135991574,8.74432671293593,8.21221976561401,8.12057822985753,9.81925857404699,8.0835939856759,8.1241904306631,8.60481815858918,8.77784070760408,9.34737564061476,8.23899113914744,8.40194476480654,9.50232704270243,-0.519311684805886,0.1191365707879,0.137299499587455,0.00149986096387136,0.517128140105281,0.148188852679086,0.0950073883331383,-0.0387019412108694
5549,25,5,4,5549,D10_p537_plate_06,WheatUG-1_GS0087_F6,Gene,-0.0367737262578143,0.0689242893756223,-0.026149543414624,-0.102630178543107,0.263995967864937,0.241180560685376,0.269887990064733,-0.956848786083397,0.19718218287869,0.00103894819362904,0.303188654050379,0.0791881159787471,0.370507427957255,0.0625632197624113,-0.348660646662979,-0.783504770755197,7.38811363941991,7.22153902278329,7.81132619081248,8.26474754580885,8.16514442931052,8.1957829262824,7.75667553444205,9.3809684630254,8.34282703499548,8.21169385497342,8.71807613333646,8.75777874160885,9.79542798980352,8.64887236417469,8.40644135436235,9.12533353508177,-0.183469277425027,-0.0788677838378854,-0.109385342685955,0.0368976442249266,0.133228041368179,0.217732100590776,0.0603990050164694,-0.274989534704151
6479,31,11,9,6479,D01_j223_plate_13,WheatUG-1_GS0043_D7,Gene,-0.400539106194391,0.175521025823674,-0.0634697948355213,0.0116210483624014,0.205238527436023,-0.34188285991947,1.52319851171535,-0.922249972844164,-0.0265915138158672,0.10611990439681,0.0501233447076203,-0.53689970953227,1.17475423264944,0.0887640185024634,-0.165128583054865,-0.0630062823472701,8.07214075988563,8.09595585077894,8.32252052341898,8.44279325730787,9.41959402221642,8.39125337213551,9.09752820994533,9.98003607892844,8.53951384955222,8.64881334483157,8.64946150780136,8.9372364408976,10.2071486739021,9.12619247233241,8.89601062957129,9.51628995452376,-0.31515414358799,-0.071006689757193,0.0247920733371256,-0.153834992455314,0.374433428211169,0.000560757681659252,0.119821839802187,0.42817412229334
4972,20,2,15,4972,F03_n130_plate_64,WheatUG-1_GS0062_E5,Gene,0.277800988924289,1.06717848163811,0.312235951876066,-0.187441146116693,1.07693165314189,0.00452769822762622,1.79547317024512,-2.60351113292298,0.780892198387558,0.767211246249732,0.594415535150528,0.307442644875595,1.29246298337255,-0.342798046944998,-0.705571422170383,-1.17998056865007,7.71493144968422,8.21536359449036,8.78711421171137,8.69421796606393,10.1094690135369,9.15338208874214,9.67252252005496,10.1001028649565,8.28406144178167,8.35447014478672,8.87677465756986,9.49699465535336,10.6870813670554,8.97295697837868,9.04544282988131,10.5860910190751,-0.471903998139033,0.351654823660438,0.198462350003658,0.303282412255631,0.737291184161871,0.333269209893762,0.35046802279449,-0.173888886988845
7765,39,9,2,7765,D08_p234_plate_23,WheatUG-1_GS0076_B11,Gene,-0.197103081606928,0.198313758718877,-0.148622649116361,-0.127388930680866,0.57003013340344,-0.0487211085097398,0.428042903254032,-1.25404067778463,-0.0445209876683406,-0.0901750598914309,0.165303075200822,-0.10639576074112,0.703214237093551,-0.0863979383395874,-0.446730709209188,-0.936428975998016,6.42930444587987,6.67580173625123,6.81966818078291,7.00196422874359,8.13100159527667,7.00837932559764,8.31249416316887,8.3997896606127,7.29839244607858,7.42861383348662,7.633566545061,8.12579396366077,8.56936736541532,7.44919108395904,7.34766938825317,8.57016794125812,-0.395515671349871,-0.133923772997168,-0.18035869779867,-0.106732082051672,0.263920094981174,0.150053540438734,-0.0434511688015039,-0.264803128358765
1686,1,6,11,1686,D09_p537_plate_05,WheatUG-1_GS0087_E2,Gene,-0.0317220836672045,0.22095412090997,-0.017156000928796,-0.0978131836852094,0.4868076816176,0.0283906793568444,0.699574785897598,-1.60260867217968,-0.106040214223374,0.0891478026234578,-0.133011119368492,0.0541887602104462,0.320481716456003,-0.11872591921156,-0.475885918814911,-0.53874379908554,7.22556613867175,7.43408101345347,7.9491530645941,8.40191911247499,9.12765309504818,8.61004380048735,8.91327457458367,9.81305133877006,8.73385736138192,8.80779030629221,8.79462288204572,8.9095177235367,9.81239769454613,9.19357649927814,8.76291020906939,9.51942648572779,-0.464774222320454,-0.0493765197371718,-0.116989199618214,-0.0417051596567334,0.199656004252963,0.0658653305985981,0.0765670766624944,-0.280323992227904
1992,11,4,12,1992,D10_e512_plate_09,WheatUG-1_GS0027_C9,Gene,0.270815431950456,0.850267351868895,0.185925683707382,-0.0174124298137877,0.504726413982885,0.271464345210113,0.984893279487543,-1.56832028750745,0.584532750318928,0.40773399711061,0.133172344634743,-0.101553630825585,0.875666004498478,-0.524102958683091,-0.574509625942173,-0.298449848297471,7.7708992754007,8.1685236710824,8.66003840972962,8.87340112931705,9.78964661833394,9.13929330403122,9.2447663297649,9.95321733055791,8.11287300768707,8.247159742974,8.57317670753357,9.04157164280186,10.124618363807,8.34563778394629,8.80364275169251,9.8823664324093,-0.309268765980288,0.238576788746947,0.217728882978387,0.162873093346734,0.442678496444546,0.0963150362861624,0.145073591982474,-0.00155271295472403
2924,17,12,3,2924,B03_j223_plate_05,WheatUG-1_GS0040_A10,Gene,-0.0731647224148975,0.718057497591478,-0.109324851824555,-0.409745639335789,0.165517648767793,-0.372898743477044,0.420690466695548,-1.2256169963951,0.198200549371327,0.310990995676184,-0.356055894405719,-0.070536699488059,0.251644060814961,-0.328706111211546,-0.304295560789573,-0.0773327693083057,6.7885176507424,7.03856873574494,7.23627618238783,7.8487126777955,8.69946440341135,8.16934020569801,8.11121719165213,9.02226968943087,7.5123187427058,7.63723453211571,8.33131681153901,8.76879333768809,9.03945904482694,8.08780573794233,8.14884256726598,8.85977299154269,-0.357321820162555,0.162897052515798,0.0438359955132246,-0.0978516603192689,0.0796017664807872,-0.223035775081629,-0.0817601342647822,-0.157653809548225
2774,19,2,2,2774,E01_n130_plate_48,WheatUG-1_GS0060_C11,Gene,-0.0225022050429109,0.783661072605808,-0.0388228937870369,-0.451976042992147,0.96192559219656,0.466470789509902,0.673849747574433,-1.86620480744765,0.957948495045353,0.603220546015514,0.310552770863161,-0.196784197639884,0.16667965522613,-0.733197864287956,-0.679359305342307,-0.905506292442204,7.6188600182927,8.50249695012925,9.1208084827003,8.16862211733141,10.2948710092635,9.2896217239696,9.55450883114217,10.0454481830382,8.46805558305502,8.37448440881555,9.25992976676077,9.70194236332179,10.0494908724663,8.66801770071207,9.03435896598354,10.2177472790858,-0.415989095433291,0.171255027059026,0.0374711643099322,0.0675913401565714,0.319962437611514,0.251437822070417,0.0660442585255362,-0.482795424272323
218,4,8,2,218,E08_p234_plate_26,WheatUG-1_GS0077_G5,Gene,0.034611807862618,-0.190498332108096,0.145629530917394,-0.191357235984118,0.659639879751136,0.356267210806084,1.2214593373371,-1.23192025540027,-0.0507963703295127,0.13530864014886,0.512900993748628,0.518175447784137,0.487897694294757,-0.233086615003724,-0.485393952299174,-1.35353660385027,7.51259324601245,7.73597295440728,7.3533874335475,8.32575926541306,9.69044962683512,8.91691916377432,9.60526809829417,10.3700973781119,9.3080857848078,9.16659826784338,9.24848397571316,9.60194675346591,10.5693269422393,9.15988568045961,9.55235711898808,10.2498279895051,-0.370297858217721,-0.126492959098948,-0.221376102823087,0.105412843096975,0.272872244552659,0.323930367325531,0.402627010907037,-0.21902495690467
8922,38,4,9,8922,C08_p638_plate_10,WheatUG-1_GS0090_F4,Gene,-0.193646665304472,0.616815786959572,0.227969591973433,-0.273521128444172,0.786888461686382,-0.405890692756202,0.491783444529761,-1.42024400602384,0.0377024944676688,0.0251048390361419,0.627675056203785,-0.577079802366217,0.483578138163907,-0.513128877481879,-0.403099949793325,-0.517952202375535,8.95948836027585,8.96034530294114,9.45120536910003,9.53113971359605,10.5271737731519,9.85691130064926,9.83952756791335,10.795343176574,9.02583572333766,9.26749100519057,9.65706821081044,9.94250730884535,10.1593871077324,9.38430849405259,9.48074874222564,10.1189065830161,-0.52232926358563,0.0112935027244795,0.238627058190314,-0.146232211092322,0.255512577610565,0.123885986913022,-0.223571750096496,-0.240708656426426
5210,25,2,2,5210,H02_p840_plate_05,WheatUG-1_GS0095_D4,Gene,0.107249573059206,0.238840035874075,-0.372473111710709,0.0666973806295954,0.0832804762457156,-0.132614622382209,0.648008528319909,-1.40110926517086,0.343607513479436,0.138528953055027,0.240305703626656,-0.151818357202105,0.533150924483985,-0.0562852486608165,0.0593499668779911,-0.233117060748825,8.25769349683256,8.16327314935736,8.79450992843304,8.36022763699557,9.14869862735106,8.68836832923513,8.44045660019835,9.87364458224486,8.27537182493125,8.50790641571946,8.75278656889759,8.94136851994512,9.57987928161204,8.71734091416281,8.52424443991715,9.01194118541714,-0.251634356823259,0.135992132216575,-0.0316111082397008,-0.0284966437009456,0.205414433603581,0.0336715772073364,0.105731378903396,-0.113266718278948
807,10,9,5,807,B05_d26_plate_16,WheatUG-1_GS0013_G4,Gene,0.135496656897285,0.510253085899051,0.0268575729396213,-0.0780645472654925,0.778710668503735,0.0246931391341204,0.865675125654974,-1.80396951319892,-0.125457306357518,-0.0422092464828145,-0.135592668613435,0.427224054944964,1.49747478412695,-0.126676431099839,-0.14387701077905,-0.421195246413566,7.53485693023083,7.84940053201437,8.29779591473893,8.4147355996287,9.19928702368425,8.22278737482434,8.49011750194728,9.61575420328145,8.05311482686445,7.7856933042793,8.06359713376352,8.57966001557518,9.07537268561017,8.07851468063785,8.16980380400826,9.39121947424319,-0.480151648439748,0.114915871383618,-0.00491931404708219,0.0626399435653938,0.538977914720593,0.135283676981146,0.293428827238752,0.0344962875423583
9443,39,7,12,9443,H07_p436_plate_10,WheatUG-1_GS0084_B7,Gene,-0.252912670855675,-0.0277690787645397,0.27538140071169,-0.581087576008899,0.285409442265289,0.0110727019955495,0.877614213250275,-0.976158455053506,0.139389964703071,0.0792718404751119,0.200806207722489,-0.419529148602154,1.34115053230214,-0.0743001965162577,-0.44293056612455,-1.14639801677834,8.22944093148829,8.30268896445737,8.96952109468379,8.86793357801366,10.1414045273115,9.25535637962442,9.52765715106997,10.3656256783223,9.60939183992483,9.50521346909241,10.388779613691,9.94312479810715,10.8607440121942,10.0740016009753,9.689946764304,10.7646199847225,-0.290995339430592,-0.161085118817413,-0.174494871777176,-0.146461339799073,0.281186059758411,0.105747038866767,0.00655680012978016,0.0240520684301427
3772,18,6,8,3772,G10_l226_plate_08,WheatUG-1_GS0050_G8,Gene,0.0336305692966974,0.678076478378722,-0.0672005940144652,-0.152046205908991,0.58590963580191,0.000985516323904867,0.555838174661976,-1.10311361821021,0.00668149551491914,0.215754486233551,-0.614837680620325,-0.35345186148293,0.439970050336047,-0.733014497121717,-0.173189634490289,-0.603308833390845,6.95041256836616,7.32713219132478,7.50691308116842,7.45057662196178,8.48168085264134,7.8507154764147,7.79192571391981,8.40505796310501,7.29422715844486,7.33100489998885,7.74121806432341,8.25069549736436,8.73836316434259,7.30940044335771,8.64507994745262,8.33172909914794,-0.448954012630078,0.18856797485467,-0.151817657411729,-0.141504291472867,0.272396991615629,-0.190239256404057,0.00754554875316547,-0.177653556650758
